开放山BASE	15100	227	0	16	1	112	1	1	150	150	1	50	9600	9601	9602	18254	-1	-1	-1	-1	-1	-1	1000	800	700	4	-1	-1	-1	-1	-1	-1	-1	
开放山1	15101	227	0	16	1	112	36	21	42	31	2	0	9601	9602	9603	-1	-1	-1	-1	-1	-1	-1	800	700	600	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2	15102	227	0	16	1	112	40	35	57	41	2	0	9600	9601	9602	9603	-1	-1	-1	-1	-1	-1	1000	800	700	600	-1	-1	-1	-1	-1	-1	-1	
开放山3	15103	227	0	16	1	112	73	25	90	40	2	0	9600	9601	9602	9603	9604	-1	-1	-1	-1	-1	1000	800	700	600	500	-1	-1	-1	-1	-1	-1	
开放山4	15104	227	0	16	1	112	70	40	88	63	2	0	9600	9601	9602	9603	9604	-1	-1	-1	-1	-1	1000	800	700	600	500	-1	-1	-1	-1	-1	-1	
开放山5	15105	227	0	16	1	112	66	60	78	72	2	0	9600	9602	9604	-1	-1	-1	-1	-1	-1	-1	1000	700	500	-1	-1	-1	-1	-1	-1	-1	-1	
开放山6	15106	227	0	16	1	112	95	47	114	65	2	0	9601	9602	9603	-1	-1	-1	-1	-1	-1	-1	800	700	600	-1	-1	-1	-1	-1	-1	-1	-1	
开放山7	15107	227	0	16	1	112	126	48	130	56	2	0	9602	9603	9604	9605	-1	-1	-1	-1	-1	-1	700	600	500	400	-1	-1	-1	-1	-1	-1	-1	
开放山8	15108	227	0	16	1	112	100	30	119	47	2	0	9601	9602	9603	-1	-1	-1	-1	-1	-1	-1	800	700	600	-1	-1	-1	-1	-1	-1	-1	-1	
开放山9	15109	227	0	16	1	112	123	25	134	44	2	0	9600	9601	9602	-1	-1	-1	-1	-1	-1	-1	1000	800	700	-1	-1	-1	-1	-1	-1	-1	-1	
开放山10	15110	227	0	16	1	112	101	72	113	105	2	0	9600	9601	9604	-1	-1	-1	-1	-1	-1	-1	1000	800	500	-1	-1	-1	-1	-1	-1	-1	-1	
开放山11	15111	227	0	16	1	112	117	80	130	93	2	0	9601	9603	9604	-1	-1	-1	-1	-1	-1	-1	800	600	500	-1	-1	-1	-1	-1	-1	-1	-1	
开放山12	15112	227	0	16	1	112	122	104	127	116	2	0	9601	9602	9603	9604	9605	9606	-1	-1	-1	-1	800	700	600	500	400	300	-1	-1	-1	-1	-1	
开放山13	15113	227	0	16	1	112	95	123	103	131	2	0	9601	9603	9604	9605	-1	-1	-1	-1	-1	-1	800	600	500	400	-1	-1	-1	-1	-1	-1	-1	
开放山14	15114	227	0	16	1	112	53	97	57	109	2	0	9602	-1	-1	-1	-1	-1	-1	-1	-1	-1	700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放山15	15115	227	0	16	1	112	30	57	36	80	2	0	9603	-1	-1	-1	-1	-1	-1	-1	-1	-1	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放山16	15116	227	0	16	1	112	40	78	42	95	2	0	9602	-1	-1	-1	-1	-1	-1	-1	-1	-1	700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放山17	15117	227	0	16	1	112	20	78	29	89	2	0	9600	9601	9602	9603	9604	-1	-1	-1	-1	-1	1000	800	700	600	500	-1	-1	-1	-1	-1	-1	
开放山18	15118	227	0	16	1	112	44	99	47	105	2	0	9600	9601	9602	9603	9604	9605	9606	-1	-1	-1	1000	800	700	600	500	400	300	-1	-1	-1	-1	
开放山19	15119	227	0	16	1	112	48	20	69	58	1	950	9609	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放山20	15120	227	0	16	1	112	54	104	79	129	1	900	9608	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2BASE	15200	227	0	246	1	2001	1	1	150	150	1	50	9600	9601	9602	18254	-1	-1	-1	-1	-1	-1	1000	800	700	4	-1	-1	-1	-1	-1	-1	-1	
开放山2-1	15201	227	0	246	1	2001	48	54	89	75	2	0	9601	9602	9603	-1	-1	-1	-1	-1	-1	-1	800	700	600	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2-2	15202	227	0	246	1	2001	96	34	113	56	2	0	9600	9601	9602	9603	-1	-1	-1	-1	-1	-1	1000	800	700	600	-1	-1	-1	-1	-1	-1	-1	
开放山2-3	15203	227	0	246	1	2001	133	138	147	149	2	0	9600	9601	9602	9603	9604	-1	-1	-1	-1	-1	1000	800	700	600	500	-1	-1	-1	-1	-1	-1	
开放山2-4	15204	227	0	246	1	2001	3	131	19	146	2	0	9600	9601	9602	9603	9604	-1	-1	-1	-1	-1	1000	800	700	600	500	-1	-1	-1	-1	-1	-1	
开放山2-5	15205	227	0	246	1	2001	1	92	7	104	2	0	9600	9602	9604	-1	-1	-1	-1	-1	-1	-1	1000	700	500	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2-6	15206	227	0	246	1	2001	41	106	59	130	2	0	9601	9602	9603	-1	-1	-1	-1	-1	-1	-1	800	700	600	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2-7	15207	227	0	246	1	2001	8	14	26	29	2	0	9602	9603	9604	9605	-1	-1	-1	-1	-1	-1	700	600	500	400	-1	-1	-1	-1	-1	-1	-1	
开放山2-8	15208	227	0	246	1	2001	127	0	147	18	2	0	9601	9602	9603	-1	-1	-1	-1	-1	-1	-1	800	700	600	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2-9	15209	227	0	246	1	2001	86	103	101	149	2	0	9600	9601	9602	-1	-1	-1	-1	-1	-1	-1	1000	800	700	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2-10	15210	227	0	246	1	2001	30	94	40	110	2	0	9600	9601	9604	-1	-1	-1	-1	-1	-1	-1	1000	800	500	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2-11	15211	227	0	246	1	2001	26	81	43	93	2	0	9601	9603	9604	-1	-1	-1	-1	-1	-1	-1	800	600	500	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2-12	15212	227	0	246	1	2001	17	51	39	67	2	0	9601	9602	9603	9604	9605	9606	-1	-1	-1	-1	800	700	600	500	400	300	-1	-1	-1	-1	-1	
开放山2-13	15213	227	0	246	1	2001	111	129	131	147	2	0	9601	9603	9604	9605	-1	-1	-1	-1	-1	-1	800	600	500	400	-1	-1	-1	-1	-1	-1	-1	
开放山2-14	15214	227	0	246	1	2001	21	2	45	11	2	0	9602	-1	-1	-1	-1	-1	-1	-1	-1	-1	700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2-15	15215	227	0	246	1	2001	1	31	14	46	2	0	9603	-1	-1	-1	-1	-1	-1	-1	-1	-1	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2-16	15216	227	0	246	1	2001	140	24	149	57	2	0	9602	-1	-1	-1	-1	-1	-1	-1	-1	-1	700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放山2-17	15217	227	0	246	1	2001	54	9	67	19	2	0	9600	9601	9602	9603	9604	-1	-1	-1	-1	-1	1000	800	700	600	500	-1	-1	-1	-1	-1	-1	
开放山2-18	15218	227	0	246	1	2001	27	29	32	36	2	0	9600	9601	9602	9603	9604	9605	9606	-1	-1	-1	1000	800	700	600	500	400	300	-1	-1	-1	-1	
