Warp	 	1	2	1	1	1	1	1	11	27	11	27	11	27	11	27	0	0	0	103012	0	1	0	0|11017|16|10|15|0|0|0|0|0|0|0|0|210|
Warp	 	1	2	1	1	1	0	11017	16	10	16	10	16	10	16	10	0	0	0	103012	0	1	0	1|1|11|27|15|0|0|0|0|0|0|0|0|214|
Warp	 	1	2	1	1	1	1	1	12	11	12	11	12	11	12	11	0	0	0	13996	0	1	0	1|2|25|69|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	2	25	69	25	69	25	69	25	69	0	0	0	13997	0	1	0	1|1|12|11|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	2	23	25	23	25	23	25	23	25	0	0	0	13996	0	1	0	1|3|57|8|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	3	57	8	57	8	57	8	57	8	0	0	0	13997	0	1	0	1|2|23|25|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	3	40	11	40	11	40	11	40	11	0	0	0	13996	0	1	0	1|4|16|8|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	4	16	8	16	8	16	8	16	8	0	0	0	13997	0	1	0	1|3|40|11|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	4	12	39	12	39	12	39	12	39	0	0	0	13996	0	1	0	1|5|17|14|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	5	17	14	17	14	17	14	17	14	0	0	0	13997	0	1	0	1|4|12|39|15|0|0|0|0|0|0|0|0|0|
StandEnemy	小鬼	1	2	1	1	1	1	5	11	29	11	29	11	29	11	29	1	60000	1	101800	0	1	0	3|||0|6004||||1|9009|5|1|||||||
Warp	 	1	2	1	1	1	1	5	12	30	12	30	12	30	12	30	0	0	0	13996	0	1	0	1|6|27|18|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	6	27	18	27	18	27	18	27	18	0	0	0	13997	0	1	0	1|5|12|30|15|0|0|0|0|0|0|0|0|0|
Event	冒险者萨达米兹	1	2	1	1	1	1	6	46	16	46	16	46	16	46	16	1	1000	7	14103	0	1	0	EV_ijk_mino005.txt
Warp	 	1	2	1	1	1	1	6	46	18	46	18	46	18	46	18	0	0	0	13996	0	1	0	1|7|57|22|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	7	57	22	57	22	57	22	57	22	0	0	0	13997	0	1	0	1|6|46|18|15|0|0|0|0|0|0|0|0|0|
StandEnemy	小鬼	1	2	1	1	1	1	7	59	13	59	13	59	13	59	13	1	60000	1	101800	0	1	0	3|||0|6003||||1|9009|5|1|||||||
Warp	 	1	2	1	1	1	1	7	70	13	70	13	70	13	70	13	0	0	0	13996	0	1	0	1|8|12|32|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	8	12	32	12	32	12	32	12	32	0	0	0	13997	0	1	0	1|7|70|13|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	8	9	16	9	16	9	16	9	16	0	0	0	13996	0	1	0	1|9|10|17|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	9	10	17	10	17	10	17	10	17	0	0	0	13997	0	1	0	1|8|9|16|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	9	30	17	30	17	30	17	30	17	0	0	0	13996	0	1	0	1|10|55|42|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	10	55	42	55	42	55	42	55	42	0	0	0	13997	0	1	0	1|9|30|17|15|0|0|0|0|0|0|0|0|0|
Event	冒险者金德其	1	2	1	1	1	1	10	35	42	35	42	35	42	35	42	1	1000	3	14102	0	1	0	EV_ijk_mino003.txt
Event	冒险者芝娜	1	2	1	1	1	1	10	72	42	72	42	72	42	72	42	1	1000	0	14011	0	1	0	EV_ijk_mino004.txt
StandEnemy	小鬼	1	2	1	1	1	1	10	59	40	59	40	59	40	59	40	1	60000	2	101800	0	1	0	3|||0|6004||||1|9010|5|1|||||||
Warp	 	1	2	1	1	1	1	10	45	12	45	12	45	12	45	12	0	0	0	13996	0	1	0	1|11|34|12|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	11	34	12	34	12	34	12	34	12	0	0	0	13997	0	1	0	1|10|45|12|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	11	33	31	33	31	33	31	33	31	0	0	0	13996	0	1	0	1|12|25|81|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	12	25	81	25	81	25	81	25	81	0	0	0	13997	0	1	0	1|11|33|31|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	12	50	15	50	15	50	15	50	15	0	0	0	13996	0	1	0	1|13|19|55|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	13	19	55	19	55	19	55	19	55	0	0	0	13997	0	1	0	1|12|50|15|15|0|0|0|0|0|0|0|0|0|
Event	冒险者康正	1	2	1	1	1	1	13	31	19	31	19	31	19	31	19	1	1000	6	14116	0	1	0	EV_ijk_mino002.txt
Warp	 	1	2	1	1	1	1	13	34	56	34	56	34	56	34	56	0	0	0	13996	0	1	0	1|14|39|20|15|0|0|0|0|0|0|0|0|0|
