2	1	1	1	0	0	58	44	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	9	0	
2	1	1	2	0	0	43	80	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	10	0	
2	1	1	3	0	0	65	38	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	10	0	
2	1	1	4	0	0	37	94	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	10	0	
2	1	1	5	0	0	33	40	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	11	0	
2	1	1	6	0	0	64	31	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	11	0	
2	1	1	7	0	0	84	92	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	11	0	
2	1	1	8	0	0	61	46	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	12	0	
2	1	1	9	0	0	40	36	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	12	0	
2	1	1	10	0	0	79	53	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	12	0	
2	1	1	11	0	0	75	82	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	13	0	
2	1	1	12	0	0	93	95	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	13	0	
2	1	1	13	0	0	69	86	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	13	0	
2	1	1	14	0	0	84	61	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	14	0	
