2	1	1739519844	0	11017	16	10	牛鬼的洞窟
3	2	1739512644	0	1538	15	18	城内的地下迷宫
4	3	1739519845	0	15511	1	8	暖炉之底
10	9	1739509047	0	15543	14	15	水之迷宫
6	5	1739519845	0	666	73	2	海贼的洞窟
7	6	1739512646	0	1405	78	79	迷宫里的通道
14	13	1739509048	0	11034	26	49	土之迷宫
9	8	1739512646	0	15542	10	8	水之洞窟
11	10	1739509047	0	15543	9	9	水之迷宫
12	11	1739509047	0	15543	13	18	水之迷宫
13	12	1739509047	0	11034	6	5	土之迷宫
15	14	1739509048	0	11034	18	73	土之迷宫
0	16	1739516248	0	100	705	147	矿山
111	24	1739519852	0	15584	24	26	黑龙城
103	17	1739519849	0	100	437	308	哥布林之家
104	18	1739519849	0	100	542	39	奇怪的洞窟
107	20	1739512650	0	100	225	207	迷路之穴
108	21	1739519850	0	15579	25	15	白龙城
109	22	1739519851	0	15578	24	26	黑龙城
110	23	1739519851	0	15583	25	15	白龙城
112	25	1739519852	0	15595	25	4	炎之洞窟
113	26	1739519853	0	15596	10	74	炎之洞窟
114	27	1739519853	0	15596	85	38	炎之洞窟
200	28	1739519853	0	5004	61	56	传送石
201	29	1739519854	0	5004	59	26	传送石
202	30	1739534254	0	5004	38	22	传送石
203	31	1739534255	0	5004	19	26	传送石
204	32	1739548655	0	5004	16	56	传送石
300	33	1739519856	0	15517	8	38	阿鲁巴斯的洞窟
301	34	1739519856	0	16507	14	14	黑色的祈祷
302	35	1739519857	0	23003	42	21	罗连斯研究塔
303	36	1739527057	0	300	583	340	砂漠之祠
304	37	1739519857	0	3355	11	5	砂尘的洞窟
305	38	1739519858	0	15525	23	5	峡之洞窟
306	39	1739519858	0	15526	91	7	峡之洞窟
402	45	1739519861	0	402	84	193	积雪的山路
308	41	1739519859	0	15566	10	8	风之洞窟
309	42	1739516260	0	15568	58	45	迷路的龙之巢
400	43	1739519860	0	16510	25	7	贝兹雷姆的迷宫
401	44	1739519860	0	4402	16	13	科学家的牢房
403	46	1739516261	0	16521	10	13	蜥蜴之巢
404	47	1739519862	0	400	367	379	奇怪的坑道
406	48	1739519863	0	15536	21	8	永久冻土
407	49	1739519864	0	15538	14	7	深渊
408	50	1739519864	0	15552	18	15	询问之地
409	51	1739519865	0	15552	18	39	询问之地
410	52	1739519865	0	15557	16	18	询问之地
411	53	1739519866	0	15557	10	18	询问之地
412	54	1739519866	0	15558	16	18	询问之地
413	55	1739519866	0	15558	10	18	询问之地
414	56	1739519867	0	15548	16	18	询问之地
415	57	1739519867	0	15548	10	18	询问之地
416	58	1739519867	0	15550	16	18	询问之地
417	59	1739519868	0	15550	10	18	询问之地
418	60	1739519868	0	15549	16	18	询问之地
419	61	1739519869	0	15549	10	18	询问之地
420	62	1739519869	0	15559	16	18	询问之地
421	63	1739519869	0	15559	10	18	询问之地
422	64	1739519870	0	15553	16	18	询问之地
423	65	1739519870	0	15553	13	18	询问之地
424	66	1739519870	0	15553	10	18	询问之地
425	67	1739519871	0	15560	16	18	询问之地
426	68	1739519871	0	15560	10	18	询问之地
600	69	1739519871	0	36003	17	4	布朗山
601	70	1739519871	0	36001	58	21	布朗山
602	71	1739534272	0	37010	36	30	地下水脉
603	72	1739519872	0	36003	12	2	布朗山
604	73	1739514473	0	35000	13	34	地下遗迹
605	74	1739519873	0	34017	9	6	大树
700	75	1739519874	0	33223	23	16	无人的洞窟
701	76	1739519875	0	33224	23	16	无人的洞窟
702	77	1739519875	0	33225	23	16	无人的洞窟
703	78	1739519876	0	34004	9	4	时波之祠
704	79	1739519876	0	33000	290	436	深绿的山道
705	80	1739519876	0	47000	11	6	头目的～(略)
800	81	1739519877	0	47007	7	3	雷姆尔山
801	82	1739519877	0	47005	70	16	雷姆尔山
802	83	1739519877	0	47007	10	6	雷姆尔山
803	84	1739519877	0	47010	31	7	森之迷宫
804	85	1739519877	0	47011	29	11	森之迷宫
805	86	1739519877	0	47013	36	39	森之迷宫
806	87	1739519878	0	47014	11	35	森之迷宫
901	92	1739512680	0	46030	12	9	秘密通道
808	89	1739519879	0	43000	580	531	诅咒者之洞窟
809	90	1739519879	0	43000	356	619	诅咒者之洞窟
900	91	1739512679	0	46030	6	4	秘密通道
902	93	1739512680	0	46030	29	7	秘密通道
903	94	1739512680	0	46030	22	7	秘密通道
904	95	1739512680	0	46030	24	8	秘密通道
905	96	1739512680	0	46030	15	8	秘密通道
906	97	1739519881	0	46045	15	8	魔导研究塔
907	98	1739516281	0	43981	40	39	麦尼洞窟
908	99	1739518081	0	46055	14	12	岛之洞窟
909	100	1739518382	0	46056	47	4	岛之洞窟
911	101	1739519882	0	59715	233	116	梦魔的迷宫
944	116	1739527086	0	59714	79	125	心伤者的避难所
913	103	1739523483	0	59503	73	163	羽音洞窟
922	104	1739512683	0	59714	122	69	海底墓场外苑
923	105	1739519883	0	59716	166	141	四昏神的领域
939	111	1739534285	0	59750	59	164	白之练兵场
936	108	1739534284	0	59750	52	159	白之练兵场
937	109	1739534284	0	59750	52	162	白之练兵场
938	110	1739534285	0	59750	55	164	白之练兵场
940	112	1739548685	0	59750	130	77	机密实验场
941	113	1739548685	0	59750	162	109	机密实验场
942	114	1739548685	0	59750	208	305	机密实验场
943	115	1739548685	0	59750	241	338	机密实验场
947	117	1739516286	0	59752	208	306	蓝星的考验
948	118	1739516287	0	59752	241	339	红星的考验
949	119	1739534288	0	59752	140	77	秘密回廊
945	120	1739512688	0	59750	84	268	冒险庭园
946	121	1739512688	0	59753	59	181	流沙骨洞
950	122	1739516289	0	59933	100	95	黑迷宫
951	123	1739519890	0	59988	203	14	通往顶层的阶梯
3004	127	1739519892	0	30326	21	18	时间
3002	125	1739512691	0	32511	22	27	里欧波多洞窟
3003	126	1739519891	0	32505	9	27	利利可洞窟
3005	128	1739534292	0	30314	23	23	边境走廊
3006	129	1739534292	0	30319	23	23	边境走廊
3007	130	1739519892	0	30192	37	27	马斯的内心世界
3008	131	1739534293	0	32531	9	3	贝力斯遗迹
3009	132	1739516293	0	32629	54	7	宝箱洞窟
4006	133	1739519893	0	32378	75	93	迷宫地狱
4007	134	1739519893	0	32378	79	68	迷宫地狱
4008	135	1739519893	0	32378	80	87	迷宫地狱
4031	158	1739519896	0	32378	13	49	迷宫地狱
4010	137	1739519894	0	32378	42	92	迷宫地狱
4011	138	1739519894	0	32378	67	84	迷宫地狱
4012	139	1739519894	0	32378	29	83	迷宫地狱
4013	140	1739519894	0	32378	8	69	迷宫地狱
4032	159	1739519896	0	32378	13	48	迷宫地狱
4015	142	1739519894	0	32378	18	76	迷宫地狱
4016	143	1739519894	0	32378	30	76	迷宫地狱
4017	144	1739519894	0	32378	34	77	迷宫地狱
4018	145	1739519894	0	32378	27	65	迷宫地狱
4019	146	1739519894	0	32378	40	63	迷宫地狱
4020	147	1739519895	0	32378	54	70	迷宫地狱
4021	148	1739519895	0	32378	64	63	迷宫地狱
4022	149	1739519895	0	32378	69	70	迷宫地狱
4023	150	1739519895	0	32378	63	77	迷宫地狱
4024	151	1739519895	0	32378	62	47	迷宫地狱
4025	152	1739519895	0	32378	78	49	迷宫地狱
4026	153	1739519895	0	32378	85	49	迷宫地狱
4027	154	1739519895	0	32378	25	49	迷宫地狱
4028	155	1739519895	0	32378	34	49	迷宫地狱
4029	156	1739519895	0	32378	51	48	迷宫地狱
4030	157	1739519895	0	32378	15	50	迷宫地狱
4033	160	1739519896	0	32378	7	38	迷宫地狱
4034	161	1739519896	0	32378	16	20	迷宫地狱
4035	162	1739519896	0	32378	24	24	迷宫地狱
4036	163	1739519896	0	32378	7	28	迷宫地狱
4037	164	1739519896	0	32378	8	17	迷宫地狱
4038	165	1739519896	0	32378	18	10	迷宫地狱
4039	166	1739519896	0	32378	25	16	迷宫地狱
4040	167	1739519896	0	32378	41	36	迷宫地狱
4041	168	1739519896	0	32378	40	20	迷宫地狱
4042	169	1739519897	0	32378	44	10	迷宫地狱
4043	170	1739519897	0	32378	64	8	迷宫地狱
4056	183	1739519899	0	32201	71	313	冰之神殿
4045	172	1739519897	0	32378	58	35	迷宫地狱
4046	173	1739519897	0	32378	60	16	迷宫地狱
4047	174	1739519897	0	32378	67	35	迷宫地狱
4048	175	1739519897	0	32378	84	9	迷宫地狱
4057	184	1739519899	0	32202	13	10	火炎之谷
4050	177	1739519897	0	32378	85	34	迷宫地狱
4051	178	1739519897	0	32378	91	19	迷宫地狱
4052	179	1739519897	0	32378	100	18	迷宫地狱
4053	180	1739519897	0	32378	100	41	迷宫地狱
4054	181	1739519897	0	32378	92	25	迷宫地狱
4055	182	1739519898	0	32208	30	36	商城阁楼
4058	185	1739519900	0	32200	9	7	砂之塔
4059	186	1739519901	0	30001	440	482	殷红的山谷
4060	187	1739519902	0	32217	67	28	彩叶原
4061	188	1739519903	0	32204	11	6	墓道
4062	189	1739527105	0	32243	16	7	魔族领域
4073	199	1739519910	0	31914	16	12	水之廊
4064	191	1739519907	0	32088	7	3	书屋地下
4065	192	1739519907	0	32100	109	76	障碍赛迷宫
4068	194	1739512708	0	32102	23	14	海贼宝窟
4069	195	1739534308	0	32092	11	3	杜瓦之塔
4070	196	1739534309	0	32091	11	3	艾汀之塔
4071	197	1739534309	0	32093	11	3	诺利之塔
4072	198	1739519909	0	31910	21	5	地下室
4074	200	1739534310	0	30001	429	156	雪之谷
4075	201	1739516310	0	32106	35	19	巴别塔
4076	202	1739519911	0	32106	21	24	巴别塔
4077	203	1739516311	0	32106	28	20	巴别塔
4078	204	1739519911	0	32107	15	15	巴别塔
4079	205	1739516312	0	32109	13	3	巴别塔
4080	206	1739516312	0	32110	25	18	巴别塔
4081	207	1739519912	0	32110	20	22	巴别塔
4082	208	1739516312	0	32110	28	23	巴别塔
4083	209	1739519913	0	32111	15	15	巴别塔
4084	210	1739519913	0	32112	28	22	巴别塔
4085	211	1739516313	0	32112	23	18	巴别塔
4086	212	1739527115	0	32105	7	3	巴别塔
4087	213	1739519915	0	32121	10	4	地精灵领域
4088	214	1739519916	0	32121	8	9	水精灵领域
4089	215	1739519916	0	32121	5	8	火精灵领域
4094	221	1739519919	0	32149	44	29	红莲之路
4091	217	1739519917	0	32139	35	11	时之塔
4092	218	1739519918	0	32140	20	26	时之塔
4093	219	1739519918	0	32141	38	29	时之塔
4095	220	1739519918	0	32149	18	11	青莲之路
4096	222	1739519919	0	32276	169	132	无名之森
4097	223	1739519920	0	32151	17	10	飞羽之塔
4098	224	1739519920	0	32184	8	5	鸢之塔
4099	225	1739519920	0	32187	8	7	菇之屋
4104	230	1739519922	0	31809	22	14	朝日山
32305	232	1739519923	0	32045	24	13	冰封的酒窖迷宫
4102	228	1739519921	0	31805	16	12	精灵之谷
